TeamID,Name,Week,Team.x,Opp,Score,PlayerCompletions,PlayerPassingAttempts,PlayerPassingYds,PlayerPassingTDs,PlayerInterceptions,PlayerSacked,FUM.x,PlayerPassRating,Oppt.x,PlayerRushingAttempts,PlayerRushingYds,Avg,PlayerRushingTDs,PlayerReceptions,PlayerReceivingYds,PlayerReceivingTDs,FG.Made,FG.Att,XP.Made,XP.Att,Pts,Year,GID,Pos,Team.y,h.a,Oppt.y,FD.points,FD.salary,TeamID.y,Team,RunDRk,RushingGamesPlayed,RusingPointsperGameGAllowed,TotalRushingPointsAllowed,TotalRushAttemptsAgainst,RushAttemptsAgainstPerGame,RushYdsAllowed,AverageYardsPerCarryAllowed,RushingYardsPerGameAllowed,RushingTDAllowed,LongestRunAllowed,FirstDownsAllowed,FirstDownPercentageAllowed,20yardsRunOrLongerAllowed,40yardsRunOrLongerAllowed,FumblesCaused,PassDRk,PassingGamesPlayed,PassingPointsperGameGAllowed,TotalPassingPointsAllowed,CompletionsAllowed,TotalPassAttemptsAgainst,CompletionPercentageAllowed,PassAttemptsAgainstPerGame,PassingYdsAllowed,AverageYardsPerPassAllowed,PassingYardsPerGameAllowed,PassingTDAllowed,Interceptions,PassingFirstDownsAllowed,PassingFirstDownPercentageAllowed,LongestPassAllowed,20yardsPassOrLongerAllowed,40yardsPassOrLongerAllowed,Sacs,PassDefenseRating,Rk,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Scored Labels
4,"Johnson, David",0,ari,@ BUF,L  18-33,0,0,0,0,0,0,0,0,buf,0.904761904761905,0.745901639344262,0.354285714285714,1,0,0.0386740331491713,0,0,0,0,0,0,0,0.642957042957043,TE,PIT,t,nyj,2.04999995231628,4500,0.689655172413793,0,0.4,1,0.390243902439024,0.450549450549451,0.655555555555556,0.578378378378378,0.624390243902439,0.545454545454546,0.580610021786492,0.666666666666667,0.294117647058824,0.409090909090909,0.217391304347826,0.2,0,1,0.516129032258065,1,0.390243902439024,0.450549450549451,0.56140350877193,0.569620253164557,0.652482269503546,0.46875,0.103448275862069,0.607142857142857,0.601226993865031,0.2,0.5,0.878787878787879,0.806896551724138,0.727272727272727,0.555555555555556,0.333333333333333,1,0.334183673469388,0.482758620689655,1,0.390243902439024,0.450549450549451,0.77536231884058,0.44264943457189,0.333333333333333,0.639175257731959,0.625,0.827586206896552,0.285714285714286,0.4,0.666666666666667,0.4,0.666666666666667,0.38,0.862068965517241,1,1,13.2404737472534
4,"Johnson, David",0,ari,@ BUF,L  18-33,0,0,0,0,0,0,0,0,buf,0.904761904761905,0.745901639344262,0.354285714285714,1,0,0.0386740331491713,0,0,0,0,0,0,0,0.831768231768232,TE,PIT,t,nyj,2.04999995231628,4500,0.689655172413793,0,0.4,1,0.390243902439024,0.450549450549451,0.655555555555556,0.578378378378378,0.624390243902439,0.545454545454546,0.580610021786492,0.666666666666667,0.294117647058824,0.409090909090909,0.217391304347826,0.2,0,1,0.516129032258065,1,0.390243902439024,0.450549450549451,0.56140350877193,0.569620253164557,0.652482269503546,0.46875,0.103448275862069,0.607142857142857,0.601226993865031,0.2,0.5,0.878787878787879,0.806896551724138,0.727272727272727,0.555555555555556,0.333333333333333,1,0.334183673469388,0.482758620689655,1,0.390243902439024,0.450549450549451,0.77536231884058,0.44264943457189,0.333333333333333,0.639175257731959,0.625,0.827586206896552,0.285714285714286,0.4,0.666666666666667,0.4,0.666666666666667,0.38,0.862068965517241,1,1,13.2404737472534
4,"Johnson, David",0,ari,@ BUF,L  18-33,0,0,0,0,0,0,0,0,buf,0,0.0655737704918033,0.494285714285714,0,0.25,0.193370165745856,0,0,0,0,0,0,0,0.642957042957043,TE,PIT,t,nyj,2.04999995231628,4500,0.689655172413793,0,0.4,1,0.390243902439024,0.450549450549451,0.655555555555556,0.578378378378378,0.624390243902439,0.545454545454546,0.580610021786492,0.666666666666667,0.294117647058824,0.409090909090909,0.217391304347826,0.2,0,1,0.516129032258065,1,0.390243902439024,0.450549450549451,0.56140350877193,0.569620253164557,0.652482269503546,0.46875,0.103448275862069,0.607142857142857,0.601226993865031,0.2,0.5,0.878787878787879,0.806896551724138,0.727272727272727,0.555555555555556,0.333333333333333,1,0.334183673469388,0.482758620689655,1,0.390243902439024,0.450549450549451,0.77536231884058,0.44264943457189,0.333333333333333,0.639175257731959,0.625,0.827586206896552,0.285714285714286,0.4,0.666666666666667,0.4,0.666666666666667,0.38,0.862068965517241,1,1,4.71233940124512
4,"Johnson, David",0,ari,@ BUF,L  18-33,0,0,0,0,0,0,0,0,buf,0,0.0655737704918033,0.494285714285714,0,0.25,0.193370165745856,0,0,0,0,0,0,0,0.831768231768232,TE,PIT,t,nyj,2.04999995231628,4500,0.689655172413793,0,0.4,1,0.390243902439024,0.450549450549451,0.655555555555556,0.578378378378378,0.624390243902439,0.545454545454546,0.580610021786492,0.666666666666667,0.294117647058824,0.409090909090909,0.217391304347826,0.2,0,1,0.516129032258065,1,0.390243902439024,0.450549450549451,0.56140350877193,0.569620253164557,0.652482269503546,0.46875,0.103448275862069,0.607142857142857,0.601226993865031,0.2,0.5,0.878787878787879,0.806896551724138,0.727272727272727,0.555555555555556,0.333333333333333,1,0.334183673469388,0.482758620689655,1,0.390243902439024,0.450549450549451,0.77536231884058,0.44264943457189,0.333333333333333,0.639175257731959,0.625,0.827586206896552,0.285714285714286,0.4,0.666666666666667,0.4,0.666666666666667,0.38,0.862068965517241,1,1,4.9555287361145
5,"Asiata, Matt",0,min,@ CAR,W  22-10,0,0,0,0,0,0,0,0,car,0.285714285714286,0.188524590163934,0.3,0,0,0.0386740331491713,0,0,0,0,0,0,0,0.327872127872128,RB,MIN,t,hou,3.875,5800,0.344827586206897,0.0434782608695652,0.3,1,1,1,0.611111111111111,0.524324324324324,0.568292682926829,0.515151515151515,0.517429193899782,0.5,0.529411764705882,0.5,0.37888198757764,0.4,0,0.4,0.419354838709677,1,1,1,0.421052631578947,0.354430379746835,0.794326241134751,0.20625,0,0.892857142857143,0.582822085889571,0.8,0.625,0.787878787878788,1,0.863636363636364,0.444444444444444,0.833333333333333,0.555555555555556,0.75765306122449,0.310344827586207,1,1,1,0.594202898550725,0.395799676898223,0.523809523809524,0.412371134020619,0.625,0.620689655172414,0.642857142857143,0.2,0.166666666666667,0.5,0.333333333333333,0.26,0.172413793103448,0,0.333333333333333,10.375093460083
5,"Asiata, Matt",0,min,@ CAR,W  22-10,0,0,0,0,0,0,0,0,car,0,0.0655737704918033,0.342857142857143,0,0.0833333333333333,0.0607734806629834,0,0,0,0,0,0,0,0.327872127872128,RB,MIN,t,hou,3.875,5800,0.344827586206897,0.0434782608695652,0.3,1,1,1,0.611111111111111,0.524324324324324,0.568292682926829,0.515151515151515,0.517429193899782,0.5,0.529411764705882,0.5,0.37888198757764,0.4,0,0.4,0.419354838709677,1,1,1,0.421052631578947,0.354430379746835,0.794326241134751,0.20625,0,0.892857142857143,0.582822085889571,0.8,0.625,0.787878787878788,1,0.863636363636364,0.444444444444444,0.833333333333333,0.555555555555556,0.75765306122449,0.310344827586207,1,1,1,0.594202898550725,0.395799676898223,0.523809523809524,0.412371134020619,0.625,0.620689655172414,0.642857142857143,0.2,0.166666666666667,0.5,0.333333333333333,0.26,0.172413793103448,0,0.333333333333333,9.22912311553955
5,"Bradford, Sam",0,min,@ CAR,W  22-10,0.6,0.571428571428571,0.444155844155844,0.333333333333333,0,0.5,0,0.828138913624221,car,0,0.0655737704918033,0.228571428571429,0,0,0.0386740331491713,0,0,0,0,0,0,0,0.0223776223776224,QB,MIN,t,hou,14.9533335367839,7400,0.344827586206897,0.0434782608695652,0.3,1,1,1,0.611111111111111,0.524324324324324,0.568292682926829,0.515151515151515,0.517429193899782,0.5,0.529411764705882,0.5,0.37888198757764,0.4,0,0.4,0.419354838709677,1,1,1,0.421052631578947,0.354430379746835,0.794326241134751,0.20625,0,0.892857142857143,0.582822085889571,0.8,0.625,0.787878787878788,1,0.863636363636364,0.444444444444444,0.833333333333333,0.555555555555556,0.75765306122449,0.310344827586207,1,1,1,0.594202898550725,0.395799676898223,0.523809523809524,0.412371134020619,0.625,0.620689655172414,0.642857142857143,0.2,0.166666666666667,0.5,0.333333333333333,0.26,0.172413793103448,0,0.333333333333333,22.3845977783203
5,"Bradford, Sam",0,min,@ CAR,W  22-10,0,0,0,0,0,0,0,0,car,0.0952380952380952,0.0491803278688525,0.2,0,0,0.0386740331491713,0,0,0,0,0,0,0,0.0223776223776224,QB,MIN,t,hou,14.9533335367839,7400,0.344827586206897,0.0434782608695652,0.3,1,1,1,0.611111111111111,0.524324324324324,0.568292682926829,0.515151515151515,0.517429193899782,0.5,0.529411764705882,0.5,0.37888198757764,0.4,0,0.4,0.419354838709677,1,1,1,0.421052631578947,0.354430379746835,0.794326241134751,0.20625,0,0.892857142857143,0.582822085889571,0.8,0.625,0.787878787878788,1,0.863636363636364,0.444444444444444,0.833333333333333,0.555555555555556,0.75765306122449,0.310344827586207,1,1,1,0.594202898550725,0.395799676898223,0.523809523809524,0.412371134020619,0.625,0.620689655172414,0.642857142857143,0.2,0.166666666666667,0.5,0.333333333333333,0.26,0.172413793103448,0,0.333333333333333,19.4145431518555
5,"Johnson, Charles",0,min,@ CAR,W  22-10,0,0,0,0,0,0,0,0,car,0,0.0655737704918033,0.228571428571429,0,0,0.0386740331491713,0,0,0,0,0,0,0,0.373826173826174,WR,MIN,t,hou,2.875,4700,0.344827586206897,0.0434782608695652,0.3,1,1,1,0.611111111111111,0.524324324324324,0.568292682926829,0.515151515151515,0.517429193899782,0.5,0.529411764705882,0.5,0.37888198757764,0.4,0,0.4,0.419354838709677,1,1,1,0.421052631578947,0.354430379746835,0.794326241134751,0.20625,0,0.892857142857143,0.582822085889571,0.8,0.625,0.787878787878788,1,0.863636363636364,0.444444444444444,0.833333333333333,0.555555555555556,0.75765306122449,0.310344827586207,1,1,1,0.594202898550725,0.395799676898223,0.523809523809524,0.412371134020619,0.625,0.620689655172414,0.642857142857143,0.2,0.166666666666667,0.5,0.333333333333333,0.26,0.172413793103448,0,0.333333333333333,4.08071184158325
5,"McKinnon, Jerick",0,min,@ CAR,W  22-10,0,0,0,0,0,0,0,0,car,0.761904761904762,0.434426229508197,0.308571428571429,0,0,0.0386740331491713,0,0,0,0,0,0,0,0.34025974025974,RB,MIN,t,hou,6.55000019073486,6200,0.344827586206897,0.0434782608695652,0.3,1,1,1,0.611111111111111,0.524324324324324,0.568292682926829,0.515151515151515,0.517429193899782,0.5,0.529411764705882,0.5,0.37888198757764,0.4,0,0.4,0.419354838709677,1,1,1,0.421052631578947,0.354430379746835,0.794326241134751,0.20625,0,0.892857142857143,0.582822085889571,0.8,0.625,0.787878787878788,1,0.863636363636364,0.444444444444444,0.833333333333333,0.555555555555556,0.75765306122449,0.310344827586207,1,1,1,0.594202898550725,0.395799676898223,0.523809523809524,0.412371134020619,0.625,0.620689655172414,0.642857142857143,0.2,0.166666666666667,0.5,0.333333333333333,0.26,0.172413793103448,0,0.333333333333333,14.275239944458
