TeamID,Name,Week,Team.x,Oppt,Opp,Score,PlayerCompletions,PlayerPassingAttempts,PlayerPassingYds,PlayerPassingTDs,PlayerInterceptions,PlayerSacked,FUM.x,PlayerPassRating,PlayerRushingAttempts,PlayerRushingYds,Avg.x,PlayerRushingTDs,FUM.y,PlayerReceptions,PlayerReceivingYds,Avg.y,PlayerReceivingTDs,FUM.x (2),FG.Made,FG.Att,XP.Made,XP.Att,Pts,Year,GID,Pos,h.a,FD.points,FD.salary,TeamID.y,Team.y,RunDRk,RushingGamesPlayed,RusingPointsperGameGAllowed,TotalRushingPointsAllowed,TotalRushAttemptsAgainst,RushAttemptsAgainstPerGame,RushYdsAllowed,AverageYardsPerCarryAllowed,RushingYardsPerGameAllowed,RushingTDAllowed,LongestRunAllowed,FirstDownsAllowed,FirstDownPercentageAllowed,20yardsRunOrLongerAllowed,40yardsRunOrLongerAllowed,FumblesCaused,PassDRk,PassingGamesPlayed,PassingPointsperGameGAllowed,TotalPassingPointsAllowed,CompletionsAllowed,TotalPassAttemptsAgainst,CompletionPercentageAllowed,PassAttemptsAgainstPerGame,PassingYdsAllowed,AverageYardsPerPassAllowed,PassingYardsPerGameAllowed,PassingTDAllowed,Interceptions,PassingFirstDownsAllowed,PassingFirstDownPercentageAllowed,LongestPassAllowed,20yardsPassOrLongerAllowed,40yardsPassOrLongerAllowed,Sacs,PassDefenseRating,TotalDRk,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y (2),Lost,Scored Labels
0,"Abbrederis, Jared",0,gnb,jac,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.857509216220548,WR,a,1.3,4700,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47547054290771
0,"Abbrederis, Jared",0.25,gnb,min,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.857509216220548,WR,a,0,4700,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16070532798767
0,"Abbrederis, Jared",0.5,gnb,det,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.857509216220548,WR,h,0,4500,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16044092178345
0,"Abbrederis, Jared",1,gnb,nyg,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.857509216220548,WR,h,0,4500,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2714512348175
0,"Adams, Davante",0,gnb,jac,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.843564673825934,WR,a,12.5,5300,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91348266601563
0,"Adams, Davante",0.25,gnb,min,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.843564673825934,WR,a,2.1,5700,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97176933288574
0,"Adams, Davante",0.5,gnb,det,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.843564673825934,WR,h,9.3,5700,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78508710861206
0,"Adams, Davante",1,gnb,nyg,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.843564673825934,WR,h,17,5500,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08228015899658
0,"Aiken, Kamar",0.5,bal,jac,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.845488058983812,WR,a,1,5600,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3964638710022
0,"Ajayi, Jay",0.25,mia,nwe,0,0,0,0,0,0,0,0,0,0,0,0.0710059171597633,0.222222222222222,0,0,0,0.0506329113924051,0.175824175824176,0,0,0,0,0,0,0,1,0.480525725276487,RB,a,4.5,4700,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21474146842957
