TeamID,Name,Week,Team.x,Opp,Score,PlayerCompletions,PlayerPassingAttempts,PlayerPassingYds,PlayerPassingTDs,PlayerInterceptions,PlayerSacked,FUM.x,PlayerPassRating,Oppt.x,PlayerRushingAttempts,PlayerRushingYds,Avg,PlayerRushingTDs,PlayerReceptions,PlayerReceivingYds,PlayerReceivingTDs,FG.Made,FG.Att,XP.Made,XP.Att,Pts,Year,GID,Pos,Team.y,h.a,Oppt.y,FD.points,FD.salary,TeamID.y,Team,RunDRk,RushingGamesPlayed,RusingPointsperGameGAllowed,TotalRushingPointsAllowed,TotalRushAttemptsAgainst,RushAttemptsAgainstPerGame,RushYdsAllowed,AverageYardsPerCarryAllowed,RushingYardsPerGameAllowed,RushingTDAllowed,LongestRunAllowed,FirstDownsAllowed,FirstDownPercentageAllowed,20yardsRunOrLongerAllowed,40yardsRunOrLongerAllowed,FumblesCaused,PassDRk,PassingGamesPlayed,PassingPointsperGameGAllowed,TotalPassingPointsAllowed,CompletionsAllowed,TotalPassAttemptsAgainst,CompletionPercentageAllowed,PassAttemptsAgainstPerGame,PassingYdsAllowed,AverageYardsPerPassAllowed,PassingYardsPerGameAllowed,PassingTDAllowed,Interceptions,PassingFirstDownsAllowed,PassingFirstDownPercentageAllowed,LongestPassAllowed,20yardsPassOrLongerAllowed,40yardsPassOrLongerAllowed,Sacs,PassDefenseRating,TotalDRk,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Scored Labels
7,"Anderson, C.J.",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0.875,0.787234042553192,0.11304347826087,0,0,0,0,0,0,0,0,0,0,0.338126622728181,RB,DEN,t,sd,13.7399993896484,8000,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,21.3904590606689
7,"Anderson, C.J.",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0,0,0.173913043478261,0,0.1,0.0303030303030303,0,0,0,0,0,0,0,0.338126622728181,RB,DEN,t,sd,13.7399993896484,8000,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,12.2681541442871
7,"Booker, Devontae",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0.25,0.170212765957447,0.0869565217391304,0,0,0,0,0,0,0,0,0,0,0.846215298581985,RB,DEN,t,sd,3.65999984741211,5100,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,1.53359222412109
7,"Booker, Devontae",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0,0,0.739130434782609,0,0.1,0.128787878787879,0,0,0,0,0,0,0,0.846215298581985,RB,DEN,t,sd,3.65999984741211,5100,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,3.12534928321838
7,"Fowler, Bennie",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0,0,0.565217391304348,0,0.1,0.0984848484848485,0,0,0,0,0,0,0,0.823247453565009,WR,DEN,t,sd,1.36666663487752,4600,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,0.325008809566498
7,"Janovich, Andy",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0.0625,0.0425531914893617,0.0869565217391304,0,0,0,0,0,0,0,0,0,0,0.849011384062313,RB,DEN,t,sd,3.15000009536743,4500,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,-1.45748400688171
7,"Janovich, Andy",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0,0,0.565217391304348,0,0.1,0.0984848484848485,0,0,0,0,0,0,0,0.849011384062313,RB,DEN,t,sd,3.15000009536743,4500,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,0.555192291736603
7,"Latimer, Cody",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0,0,0.434782608695652,0,0.1,0.0757575757575758,0,0,0,0,0,0,0,0.806271220291592,WR,DEN,t,sd,0.925000011920929,4500,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,-0.388208419084549
7,"McManus, Brandon",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,1,1,0.5,0,0.997803075694028,K,DEN,t,sd,8.8,4700,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,7.11764860153198
7,"Norwood, Jordan",0,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.518673856600759,WR,DEN,t,sd,2.16000003814697,4500,0.88,0,0.590909090909091,0,0.552941176470588,0.552941176470588,0.742857142857143,0.742857142857143,0.815315315315315,0.777777777777778,0.815315315315315,0.333333333333333,1,0.416666666666667,0,0.2,1,0.25,0.15,0,0.552941176470588,0.552941176470588,0,0,0.328767123287671,0,0.222222222222222,0.681818181818182,0.162280701754386,1,0.5,0,0.510204081632653,1,1,1,0.25,0.787878787878788,0.269230769230769,0,0.552941176470588,0.552941176470588,0,0.414634146341463,0.619047619047619,0,0.363636363636364,0.45,0.363636363636364,0,0,0,0.157894736842105,0.363636363636364,0.142857142857143,0,0,-3.02792811393738
