TeamID,Week,Year.x,GID,Name,Pos,Team.x,h.a,Oppt,FD.points,FD.salary,Team.y,Rk.x,G.x,Pts.G.x,TotPts.x,Att.x,Att.G.x,Yds.x,Avg.x,Yds.G.x,TD.x,Lng.x,X1st.x,X1st..x,X20..x,X40..x,FUM.x,Rk.y,G.y,Pts.G.y,TotPts.y,Comp,Att.y,Pct,Att.G.y,Yds.y,Avg.y,Yds.G.y,TD.y,Int,X1st.y,X1st..y,Lng.y,X20..y,X40..y,Sck,Rate,k,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Year.y,Rk,Scored Labels
0,3,2016,1301,"Ryan, Matt",QB,ATL,t,no,26.6000003814697,8500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,19.0530643463135
0,3,2016,2930,"Freeman, Devonta",RB,ATL,t,no,7.65000009536743,7400,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,7.59180927276611
0,3,2016,5159,"Sanu, Mohamed",WR,ATL,t,no,10.9499998092651,6500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,10.9211177825928
0,3,2016,2994,"Coleman, Tevin",RB,ATL,t,no,14.1499996185303,6400,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,14.5422039031982
0,3,2016,1234,"Schaub, Matt",QB,ATL,t,no,15.3000001907349,6000,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,10.3412780761719
0,3,2016,4411,"Tamme, Jacob",TE,ATL,t,no,12.0500001907349,5500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,11.966817855835
0,3,2016,5387,"Hardy, Justin",WR,ATL,t,no,3.90000009536743,5000,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,3.91215586662292
0,3,2016,6071,"Bryant, Matt",K,ATL,t,no,9.5,4700,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,9.21684646606445
0,3,2016,4577,"Toilolo, Levine",TE,ATL,t,no,3.09999990463257,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,3.5294177532196
0,3,2016,5375,"Ward, Terron",RB,ATL,t,no,2.72999992370605,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,2.85315656661987
0,3,2016,2805,"DiMarco, Patrick",RB,ATL,t,no,1.29999995231628,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,1.11168575286865
0,3,2016,4677,"Hooper, Austin",TE,ATL,t,no,5.90000009536743,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,5.39616012573242
0,3,2016,5134,"Robinson, Aldrick",WR,ATL,t,no,5.40000009536743,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,3.25043845176697
0,3,2016,3732,"Weems, Eric",WR,ATL,t,no,0,4500,St. Louis Rams,20,16,20.6,330,453,28.3,1820,4,113.8,7,47,98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,4065,7.2,254.1,21,13,192,32.2,87T,51,8,41,90.4,23,16,206,330,1091,367.8,5.4,20,78,225,35,4,15,27,109,992,33:12,28,13,2016,NA,-0.337044298648834
2,3,2016,1151,"Brees, Drew",QB,NO,t,atl,22.9699993133545,9000,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,23.3137493133545
2,3,2016,1151,"Brees, Drew",QB,NO,t,atl,22.9699993133545,9000,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,23.1398677825928
2,3,2016,5255,"Cooks, Brandin",WR,NO,t,atl,20.3500003814697,8100,Atlanta Falcons,14,16,21.6,345,416,26,1680,4,105,20,44,107,25.7,12,1,7,18,16,21.6,345,370,561,66,35.1,3882,7.1,242.6,19,15,197,35.1,74T,50,5,19,86.9,16,16,216,345,996,347.6,5.6,20.9,82,191,43,5,15,33,95,728,28:25,15,8,2016,NA,20.5196895599365
2,3,2016,5255,"Cooks, Brandin",WR,NO,t,atl,20.3500003814697,8100,Atlanta Falcons,26,2,29.5,59,53,26.5,245,4.6,122.5,1,26,13,24.5,1,0,0,22,2,29.5,59,57,77,74,38.5,580,7.5,290,7,1,29,37.7,45T,7,1,1,120,NA,2,29.5,59,131,412.5,6.3,24.5,8,21,38,1,2,50,15,106,30:11,1,0,NA,29,20.1780395507813
