TeamID,Name,Week,Team.x,Opp,Score,PlayerCompletions,PlayerPassingAttempts,PlayerPassingYds,PlayerPassingTDs,PlayerInterceptions,PlayerSacked,FUM.x,PlayerPassRating,Oppt.x,PlayerRushingAttempts,PlayerRushingYds,Avg,PlayerRushingTDs,PlayerReceptions,PlayerReceivingYds,PlayerReceivingTDs,FG.Made,FG.Att,XP.Made,XP.Att,Pts,Year,GID,Pos,Team.y,h.a,Oppt.y,FD.points,FD.salary,TeamID.y,Team,RunDRk,RushingGamesPlayed,RusingPointsperGameGAllowed,TotalRushingPointsAllowed,TotalRushAttemptsAgainst,RushAttemptsAgainstPerGame,RushYdsAllowed,AverageYardsPerCarryAllowed,RushingYardsPerGameAllowed,RushingTDAllowed,LongestRunAllowed,FirstDownsAllowed,FirstDownPercentageAllowed,20yardsRunOrLongerAllowed,40yardsRunOrLongerAllowed,FumblesCaused,PassDRk,PassingGamesPlayed,PassingPointsperGameGAllowed,TotalPassingPointsAllowed,CompletionsAllowed,TotalPassAttemptsAgainst,CompletionPercentageAllowed,PassAttemptsAgainstPerGame,PassingYdsAllowed,AverageYardsPerPassAllowed,PassingYardsPerGameAllowed,PassingTDAllowed,Interceptions,PassingFirstDownsAllowed,PassingFirstDownPercentageAllowed,LongestPassAllowed,20yardsPassOrLongerAllowed,40yardsPassOrLongerAllowed,Sacs,PassDefenseRating,Rk,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Scored Labels
3,"Bortles, Blake",3,jax,vs BAL,L  17-19,24,38,194,2,3,4,0,60.6,bal,0,0,0,0,0,0,0,0,0,0,0,0,2016,1442,QB,JAC,t,ind,17.0066668192546,7700,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,12.3801050186157
3,"Bortles, Blake",3,jax,vs BAL,L  17-19,0,0,0,0,0,0,0,0,bal,3,17,5.7,0,0,0,0,0,0,0,0,0,2016,1442,QB,JAC,t,ind,17.0066668192546,7700,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,13.4672374725342
3,"Hurns, Allen",3,jax,vs BAL,L  17-19,0,0,0,0,0,0,0,0,bal,0,0,10,0,4,40,0,0,0,0,0,0,2016,5341,WR,JAC,t,ind,8.13333320617676,6100,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,5.57439279556274
3,"Lee, Marqise",3,jax,vs BAL,L  17-19,0,0,0,0,0,0,0,0,bal,0,0,8.8,0,5,44,0,0,0,0,0,0,2016,5256,WR,JAC,t,ind,6.70000012715658,4500,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,7.17412614822388
3,"Lewis, Marcedes",3,jax,vs BAL,L  17-19,0,0,0,0,0,0,0,0,bal,0,0,6.7,0,3,20,0,0,0,0,0,0,2016,4324,TE,JAC,t,ind,6,4600,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,2.4750018119812
3,"Myers, Jason",3,jax,vs BAL,L  17-19,0,0,0,0,0,0,0,0,bal,0,0,0,0,0,0,0,1,2,2,2,5,2016,6236,K,JAC,t,ind,7,4500,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,5.30640506744385
3,"Robinson, Allen",3,jax,vs BAL,L  17-19,0,0,0,0,0,0,0,0,bal,0,0,8.1,0,7,57,2,0,0,0,0,0,2016,5258,WR,JAC,t,ind,12.7666664123535,8300,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,20.5223751068115
3,"Yeldon, T.J.",3,jax,vs BAL,L  17-19,0,0,0,0,0,0,0,0,bal,6,17,2.8,0,0,0,0,0,0,0,0,0,2016,2993,RB,JAC,t,ind,8.83333333333333,6700,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,6.35491466522217
3,"Yeldon, T.J.",3,jax,vs BAL,L  17-19,0,0,0,0,0,0,0,0,bal,0,0,5.5,0,2,11,0,0,0,0,0,0,2016,2993,RB,JAC,t,ind,8.83333333333333,6700,14,3,6,4,18,72,87,21.8,320,3.7,80,2,23,9,10.3,2,1,2,3,4,18,72,84,128,65.6,32,22,6,176,8,5,43,33.6,5,6,1,9,86.2,1,4,18,72,224,256,4.6,13.8,20,56,36,3,3,100,35,316,5,4,1,11.7260990142822
8,"Ajayi, Jay",3,mia,vs CLE,W  30-24,0,0,0,0,0,0,0,0,cle,7,28,4,1,0,0,0,0,0,0,0,0,2016,2998,RB,MIA,t,cin,6.65000009536743,5500,7,8,24,4,28.8,115,111,27.8,473,4.3,118.2,3,8,26,23.4,2,0,1,16,4,28.8,115,93,148,62.8,37,3,7.3,259.8,10,5,58,39.2,3,15,1,6,93.4,22,4,28.8,115,265,378,5.7,23,21,49,43,1,2,50,28,217,27,4,1,6.44309711456299
